# Id	Subject	Object	Predicate	Lexical cue
T0	4-12	DOID_0080600	denotes	COVID-19
T3	79-101	DOID_0080600	denotes	public safety measures
T5	120-150	DOID_0080600	denotes	collapse of healthcare systems
T4	155-169	DOID_0080600	denotes	reducingdeaths
T6	278-286	DOID_0080600	denotes	epidemic
T7	375-392	DOID_0080600	denotes	social distancing
T1	396-404	DOID_0080600	denotes	COVID-19
T2	890-898	DOID_0080600	denotes	COVID-19
R1	T3	T4	effect	public safety measures,reducingdeaths
R2	T0	T5	effect	COVID-19,collapse of healthcare systems
R3	T7	T6	effect	social distancing,epidemic
