# Id	Subject	Object	Predicate	Lexical cue
T2	16-49	MESH:D045169	denotes	síndrome respiratória aguda grave
T12	51-55	MESH:D045169	denotes	SRAG
T3	60-66	MESH:D001938	denotes	Brasil
T13	104-121	MESH:D009980	denotes	vírus Influenza A
T14	124-125	MESH:D009981	denotes	B
T5	208-213	MESH:D014780	denotes	vírus
T15	231-239	MESH:D000086382	denotes	COVID-19
T6	257-263	MESH:D001938	denotes	Brasil
T16	322-351	MESH:D000086742	denotes	teste para o vírus SARS-CoV-2
T17	368-391	MESH:D062665	denotes	protocolo de vigilância
T18	951-971	MESH:D000086742	denotes	testes laboratoriais
T8	1012-1017	MESH:D014780	denotes	vírus
T19	1102-1106	MESH:D045169	denotes	SRAG
T9	1228-1233	MESH:D013995	denotes	tempo
T10	1337-1343	MESH:D004194	denotes	doença
T20	1377-1387	MESH:D062665	denotes	vigilância
T23	1391-1395	MESH:D045169	denotes	SRAG
T21	1450-1474	MESH:D000086742	denotes	testagem para SARS-CoV-2
T22	1491-1501	MESH:D062665	denotes	vigilância
T24	1505-1509	MESH:D045169	denotes	SRAG
T11	1611-1617	MESH:D004194	denotes	doença
