# Id	Subject	Object	Predicate	Lexical cue
T9	78-86	MESH:D000086382	denotes	COVID-19
T10	155-165	MESH:D000086382	denotes	SARS-CoV-2
T1	232-242	MESH:D015994	denotes	incidência
T13	253-264	MESH:D009026	denotes	mortalidade
T2	289-294	MESH:D012306	denotes	risco
T3	394-404	MESH:D015994	denotes	incidência
T11	408-416	MESH:D000086382	denotes	COVID-19
T14	450-461	MESH:D009026	denotes	mortalidade
T4	532-542	MESH:D015994	denotes	incidência
T5	708-713	MESH:D012306	denotes	risco
T6	728-733	MESH:D003643	denotes	morte
T12	738-746	MESH:D000086382	denotes	COVID-19
T7	862-867	MESH:D012306	denotes	risco
T8	871-876	MESH:D003643	denotes	morte
