# Id	Subject	Object	Predicate	Lexical cue
T1	60-68	MESH:D020407	denotes	internet
T10	109-117	MESH:D000086382	denotes	Covid-19
T2	121-127	MESH:D001938	denotes	Brasil
T3	144-152	MESH:D012106	denotes	pesquisa
T4	269-282	MESH:D011336	denotes	probabilidade
T5	366-372	MESH:D001938	denotes	Brasil
T6	464-475	MESH:D017934	denotes	coronavirus
T7	531-539	MESH:D008397	denotes	máscaras
T12	553-574	MESH:D000085762	denotes	distanciamento social
T13	589-610	MESH:D063373	denotes	higienização das mãos
T14	715-736	MESH:D063373	denotes	higienização das mãos
T15	741-745	MESH:D014867	denotes	água
T11	829-837	MESH:D000086382	denotes	Covid-19
