# Id	Subject	Object	Predicate	Lexical cue
T9	29-37	MESH:D000086382	denotes	COVID-19
T10	166-174	MESH:D000086382	denotes	COVID-19
T1	180-186	MESH:D001513	denotes	leitos
T13	190-207	MESH:D003422	denotes	terapia intensiva
T2	226-232	MESH:D004194	denotes	doença
T3	346-352	MESH:D004194	denotes	doença
T4	531-537	MESH:D001513	denotes	leitos
T5	623-629	MESH:D001513	denotes	leitos
T6	823-829	MESH:D001513	denotes	leitos
T14	833-850	MESH:D003422	denotes	terapia intensiva
T7	941-947	MESH:D001513	denotes	leitos
T15	1006-1019	MESH:D005202	denotes	extremo leste
T11	1171-1179	MESH:D000086382	denotes	COVID-19
T8	1249-1255	MESH:D001513	denotes	leitos
T12	1303-1310	MESH:D000086382	denotes	COVID19
