# Id	Subject	Object	Predicate	Lexical cue
T28	39-74	MESH:D000086382	denotes	síndrome respiratória aguda grave 2
T29	76-86	MESH:D000086382	denotes	SARS-CoV-2
T30	185-209	MESH:D000086382	denotes	infecção pelo SARS-CoV-2
T31	211-239	MESH:D000086382	denotes	doença pelo coronavírus 2019
T32	242-250	MESH:D000086382	denotes	COVID-19
T5	269-284	MESH:D011024	denotes	pneumonia viral
T4	269-278	MESH:D011014	denotes	pneumonia
T6	351-360	MESH:D010361	denotes	pacientes
T7	403-411	MESH:D013577	denotes	síndrome
T8	487-492	MESH:D010209	denotes	papel
T9	497-513	MESH:D000305	denotes	corticosteroides
T10	517-525	MESH:D013577	denotes	síndrome
T33	580-588	MESH:D000086382	denotes	COVID-19
T11	715-727	MESH:D003907	denotes	dexametasona
T12	768-776	MESH:D019563	denotes	mecânica
T13	813-822	MESH:D010361	denotes	pacientes
T14	863-871	MESH:D013577	denotes	síndrome
T15	960-966	MESH:D020474	denotes	ensaio
T16	1072-1081	MESH:D010361	denotes	pacientes
T35	1146-1207	MESH:D045169	denotes	síndrome do desconforto respiratório agudo moderada ou grave,
T34	1261-1269	MESH:D000086382	denotes	COVID-19
T18	1274-1283	MESH:D010361	denotes	pacientes
T19	1356-1368	MESH:D003907	denotes	dexametasona
T20	1414-1426	MESH:D003907	denotes	dexametasona
T21	1448-1457	MESH:D010361	denotes	pacientes
T22	1489-1501	MESH:D003907	denotes	dexametasona
T23	1567-1579	MESH:D003907	denotes	dexametasona
T38	1651-1679	MESH:D003422	denotes	unidade de terapia intensiva
T37	1855-1865	MESH:D014691	denotes	ventilação
T26	1926-1937	MESH:D009026	denotes	mortalidade
T36	2073-2083	MESH:D014691	denotes	ventilação
