# Id	Subject	Object	Predicate	Lexical cue
T1	36-47	MESH:D015995	denotes	prevalência
T17	51-72	MESH:D000085762	denotes	distanciamento social
T2	84-92	MESH:D008397	denotes	máscaras
T20	98-119	MESH:D006235	denotes	higienização das mãos
T4	345-350	MESH:D006262	denotes	Saúde
T18	391-412	MESH:D000085762	denotes	distanciamento social
T5	708-717	MESH:D005502	denotes	alimentos
T6	784-789	MESH:D006262	denotes	saúde
T22	799-815	MESH:D015444	denotes	fazer exercícios
T23	835-845	MESH:D005190	denotes	familiares
T7	849-855	MESH:D033062	denotes	amigos
T8	913-921	MESH:D008397	denotes	máscaras
T24	945-965	MESH:D006235	denotes	higienizaram as mãos
T10	970-978	MESH:D014930	denotes	mulheres
T11	1007-1013	MESH:D008571	denotes	homens
T12	1120-1125	MESH:D006262	denotes	saúde
T13	1130-1136	MESH:D008571	denotes	homens
T25	1138-1148	MESH:D016017	denotes	odds ratio
T14	1173-1185	MESH:D004522	denotes	escolaridade
T19	1441-1462	MESH:D000085762	denotes	distanciamento social
T26	1474-1486	MESH:D015995	denotes	prevalências
T15	1499-1507	MESH:D008397	denotes	máscaras
T21	1510-1531	MESH:D006235	denotes	higienização das mãos
