# Id	Subject	Object	Predicate	Lexical cue
T7	9-17	MESH:D058873	denotes	pandemia
T8	21-57	MESH:D000086382	denotes	doença causada pelo novo coronavírus
T9	59-67	MESH:D000086382	denotes	COVID-19
T12	82-90	MESH:D010361	denotes	paciente
T2	95-109	MESH:D012307	denotes	fator de risco
T3	115-121	MESH:D004194	denotes	doença
T13	171-200	MESH:D018376	denotes	complicações cardiovasculares
T4	218-227	MESH:D010361	denotes	pacientes
T10	232-240	MESH:D000086382	denotes	COVID-19
T5	304-309	MESH:D014780	denotes	vírus
T14	426-434	MESH:D010361	denotes	paciente
T11	439-447	MESH:D000086382	denotes	COVID-19
T6	465-487	MESH:D002319	denotes	sistema cardiovascular
