# Id	Subject	Object	Predicate	Lexical cue
T14	2-10	MESH:D000086382	denotes	COVID-19
T1	17-23	MESH:D004194	denotes	doença
T18	39-55	MESH:D000086402	denotes	vírus SARS-CoV-2
T3	62-67	MESH:D014780	denotes	vírus
T17	118-146	MESH:D014944	denotes	Organização Mundial da Saúde
T15	163-171	MESH:D000086382	denotes	COVID-19
T20	251-259	MESH:D058873	denotes	pandemia
T6	381-392	MESH:D015995	denotes	prevalência
T16	396-404	MESH:D000086382	denotes	COVID-19
T7	501-508	MESH:D009272	denotes	pessoas
T9	630-641	MESH:D015995	denotes	prevalência
T19	756-766	MESH:D000086402	denotes	SARS-CoV-2
T23	924-946	MESH:D000087124	denotes	inquéritos sorológicos
T11	977-987	MESH:D012494	denotes	amostragem
T21	988-1002	MESH:D011336	denotes	probabilística
T12	1011-1018	MESH:D002947	denotes	cidades
T24	1082-1088	MESH:D000087124	denotes	testes
T22	1138-1180	MESH:D000087124	denotes	testes rápidos para detecção de anticorpos
T13	1217-1232	MESH:D003625	denotes	coleta de dados
