# Id	Subject	Object	Predicate	Lexical cue
T1	28-36	MESH:D013577	denotes	síndrome
T2	67-72	MESH:D013995	denotes	tempo
T11	136-144	MESH:D000086382	denotes	COVID-19
T3	176-185	MESH:D011996	denotes	registros
T4	198-206	MESH:D013577	denotes	síndrome
T12	260-268	MESH:D000086382	denotes	COVID-19
T5	409-414	MESH:D013995	denotes	tempo
T6	568-573	MESH:D013995	denotes	tempo
T7	683-687	MESH:D012723	denotes	sexo
T8	688-696	MESH:D005260	denotes	feminino
T9	795-800	MESH:D013995	denotes	tempo
T14	826-847	MESH:D000086742	denotes	teste rápido-antígeno
T10	852-857	MESH:D013995	denotes	tempo
T15	947-967	MESH:D000086742	denotes	testes para COVID-19
