# Id	Subject	Object	Predicate	Lexical cue
T22	2-10	MESH:D000086382	denotes	COVID-19
T2	17-50	MESH:D045169	denotes	síndrome respiratória aguda grave
T26	52-56	MESH:D045169	denotes	SRAG
T27	82-93	MESH:D017934	denotes	coronavírus
T3	97-103	MESH:D004194	denotes	doença
T23	258-266	MESH:D000086382	denotes	COVID-19
T5	367-383	MESH:D019021	denotes	história natural
T6	387-393	MESH:D004194	denotes	doença
T7	453-472	MESH:D002985	denotes	protocolos clínicos
T8	546-552	MESH:D004194	denotes	doença
T10	666-678	MESH:D008603	denotes	saúde mental
T24	789-797	MESH:D000086382	denotes	COVID-19
T14	1105-1116	MESH:D009026	denotes	mortalidade
T16	1168-1177	MESH:D009017	denotes	morbidade
T25	1305-1313	MESH:D000086382	denotes	COVID-19
T18	1406-1422	MESH:D019021	denotes	história natural
T19	1426-1432	MESH:D004194	denotes	doença
T20	1498-1507	MESH:D009017	denotes	morbidade
T21	1659-1665	MESH:D004194	denotes	doença
