# Id	Subject	Object	Predicate	Lexical cue
T1	55-88	DOID_2945	denotes	Severe Acute Respiratory Syndrome
T0	55-61	HP_0012828	denotes	Severe
T2	62-67	HP_0011009	denotes	Acute
T4	90-94	DOID_2945	denotes	SARS
T11	103-108	HP_0033141	denotes	COVID
T10	103-108	HP_0033141	denotes	COVID
T5	103-111	DOID_0080600	denotes	COVID-19
T6	225-229	DOID_2945	denotes	SARS
T12	323-331	HP_0033141	denotes	COVID-19
T7	323-331	DOID_0080600	denotes	COVID-19
T8	376-380	DOID_2945	denotes	SARS
T13	388-396	HP_0033141	denotes	COVID-19
T9	388-396	DOID_0080600	denotes	COVID-19
