# Id	Subject	Object	Predicate	Lexical cue
T0	20-26	HP_0012828	denotes	severe
T1	27-32	HP_0011009	denotes	acute
T10	33-52	HP_0002795	denotes	respiratory illness
T12	54-58	HP_0002795	denotes	SARI
T2	114-123	DOID_8469	denotes	Influenza
T3	241-249	HP_0002795	denotes	COVID-19
T13	528-532	HP_0002795	denotes	SARI
T14	699-703	HP_0002795	denotes	SARI
T4	759-767	HP_0002795	denotes	COVID-19
T15	1175-1179	HP_0002795	denotes	SARI
T5	1372-1380	HP_0002795	denotes	COVID-19
T6	1425-1431	HP_0012828	denotes	severe
T7	1441-1449	HP_0002795	denotes	COVID-19
T16	1480-1484	HP_0002795	denotes	SARI
T17	1588-1592	HP_0002795	denotes	SARI
T8	1718-1724	HP_0012828	denotes	severe
T9	1725-1733	HP_0002795	denotes	COVID-19
R1	T0	T10	effect	severe,respiratory illness
R2	T1	T10	effect	acute,respiratory illness
R3	T1	T12	effect	acute,SARI
R4	T0	T12	effect	severe,SARI
R5	T0	T13	effect	severe,SARI
R6	T1	T13	effect	acute,SARI
R7	T0	T14	effect	severe,SARI
R8	T1	T14	effect	acute,SARI
R9	T0	T15	effect	severe,SARI
R10	T0	T17	effect	severe,SARI
R11	T13	T1	effect	SARI,acute
R12	T13	T1	effect	SARI,acute
R13	T17	T1	effect	SARI,acute
R14	T1	T14	effect	acute,SARI
R15	T14	T1	effect	SARI,acute
R16	T1	T15	effect	acute,SARI
R17	T6	T7	effect	severe,COVID-19
R18	T6	T5	effect	severe,COVID-19
R19	T0	T16	effect	severe,SARI
R20	T1	T16	effect	acute,SARI
R21	T8	T9	effect	severe,COVID-19
