# Id	Subject	Object	Predicate	Lexical cue
T1	21-29	HP:0040282	denotes	frequent
T5	65-98	MESH:D045169	denotes	severe acute respiratory syndrome
T4	65-98	DOID:2945	denotes	severe acute respiratory syndrome
T3	65-71	HP:0012828	denotes	severe
T8	72-77	HP:0011009	denotes	acute
T10	90-98	MESH:D013577	denotes	syndrome
T9	90-98	DOID:225	denotes	syndrome
T12	99-110	MESH:D017934	denotes	coronavirus
T13	146-156	MESH:D008091	denotes	literature
T14	157-163	MESH:D016454	denotes	review
T15	271-277	MESH:D016454	denotes	review
T16	345-351	MESH:D006262	denotes	Health
T18	390-397	MESH:D004194	denotes	disease
T17	390-397	DOID:4	denotes	disease
T19	415-423	HP:0012735	denotes	coughing
T21	428-435	MESH:D004417	denotes	dyspnea
T20	428-435	HP:0002094	denotes	dyspnea
T22	450-458	HP:0040282	denotes	frequent
T24	579-584	MESH:D013649	denotes	taste
T25	588-593	MESH:D012903	denotes	smell
T26	619-623	HP:0012825	denotes	mild
T28	631-638	MESH:D004417	denotes	dyspnea
T27	631-638	HP:0002094	denotes	dyspnea
T29	643-651	HP:0040282	denotes	frequent
T30	658-664	HP:0012828	denotes	severe
T32	757-772	MESH:D006296	denotes	health services
T31	757-763	MESH:D006262	denotes	health
