# Id	Subject	Object	Predicate	Lexical cue
T1	20-26	HP:0012828	denotes	severe
T2	27-32	HP:0011009	denotes	acute
T3	63-69	MESH:D001938	denotes	Brazil
T4	114-123	DOID:8469	denotes	Influenza
T6	132-139	MESH:D014780	denotes	viruses
T9	232-239	MESH:D014780	denotes	viruses
T10	241-249	DOID:0080600	denotes	COVID-19
T12	266-272	MESH:D001938	denotes	Brazil
T14	281-285	MESH:D013995	denotes	time
T17	536-542	MESH:D001938	denotes	Brazil
T19	601-604	CHEBI:84123	denotes	age
T20	759-767	DOID:0080600	denotes	COVID-19
T23	880-883	CHEBI:84123	denotes	age
T27	1372-1380	DOID:0080600	denotes	COVID-19
T29	1425-1431	HP:0012828	denotes	severe
T30	1441-1449	DOID:0080600	denotes	COVID-19
T32	1526-1532	MESH:D006262	denotes	health
T34	1718-1724	HP:0012828	denotes	severe
T35	1725-1733	DOID:0080600	denotes	COVID-19
T37	1743-1749	MESH:D001938	denotes	Brazil
