0,CHEBI_132943,1
0,CHEBI_16199,1
0,CHEBI_16411,1
0,CHEBI_16449,1
0,CHEBI_22984,1
0,CHEBI_24433,1
0,CHEBI_30360,1
0,CHEBI_70255,1
0,CL_0000000,1
0,CL_0000081,1
0,CL_0000738,1
0,D000409,1
0,D001769,1
0,D001772,1
0,D001806,1
0,D002118,1
0,D004194,1
0,D006321,1
0,D006973,1
0,D007249,1
0,D010361,1
0,D011014,1
0,D014508,1
0,DOID_0080600,1
0,DOID_10763,1
0,DOID_4,1
0,DOID_552,1
0,GO_0060307,1
0,HP_0000822,1
0,HP_0001649,1
0,HP_0002090,1
0,HP_0011675,1
0,HP_0012824,1
0,HP_0012825,1
0,HP_0012828,1
0,HP_0025297,1
0,HP_0032322,1
0,IDO_0000586,1
0,MPATH_212,1
0,NCBITaxon_2697049,1
0,PATO_0000323,1
0,PATO_0000470,1
0,PATO_0000516,1
0,PATO_0001470,1
0,PATO_0001786,1
0,UBERON_0000178,1
0,UBERON_0000948,1
1,CHEBI_33250,1
1,CIDO_0000152,1
1,D004602,1
1,D010209,1
1,D012934,1
1,D014754,1
1,D017934,1
1,D019484,1
1,DOID_0080600,1
1,NCBITaxon_2697049,1
1,NCBITaxon_693996,1
1,PATO_0000470,1
1,PATO_0002002,1
1,UBERON_0007023,1
2,BFO_0000023,1
2,CHEBI_50906,1
2,D001938,1
2,D002965,1
2,D003643,1
2,D003644,1
2,D006262,1
2,D006678,1
2,D009026,1
2,D010361,1
2,D012380,1
2,D014376,1
2,DOID_399,1
2,DOID_635,1
2,HP_0012830,1
2,HP_0012837,1
2,NCBITaxon_1925465,1
2,PATO_0000461,1
2,RO_0002577,1
2,UBERON_0000071,1
3,D000368,1
3,D001244,1
3,D001766,1
3,D004493,1
3,D005190,1
3,D006262,1
3,D006266,1
3,D007182,1
3,D011634,1
3,D012574,1
3,D014141,1
3,DOID_11265,1
3,DOID_1432,1
3,HP_0000505,1
3,HP_0000618,1
3,NCBITaxon_1772192,1
3,NCBITaxon_family,1
3,OGMS_0000090,1
3,PATO_0001627,1
3,PATO_0002006,1
4,CHEBI_18357,1
4,CHEBI_33569,1
4,CL_0000233,1
4,D001769,1
4,D001853,1
4,D001999,1
4,D003933,1
4,D005260,1
4,D005340,1
4,D008168,1
4,D009026,1
4,D009638,1
4,D010361,1
4,D010949,1
4,D012131,1
4,D012769,1
4,D013921,1
4,D014691,1
4,D017713,1
4,D018893,1
