0,D009161,1
0,D009162,1
0,D009163,1
0,D010283,1
1,D002020,1
1,D003933,1
1,D014122,1
2,D000038,1
2,D000072836,1
2,D001064,2
2,D003933,1
2,D008091,1
2,D009017,1
2,D009765,1
2,D009949,1
2,D010361,2
2,D010538,1
2,D012306,1
2,D012307,1
2,D012723,1
2,D013995,2
2,D050177,2
2,D064888,1
3,D009161,1
3,D009162,1
3,D009163,1
3,D010283,1
4,D007919,1
4,D007921,1
4,D058751,1
5,D005546,1
5,D006117,1
5,D010361,1
5,D013995,1
5,D032921,1
5,D033182,1
6,D000038,1
6,D000072836,1
6,D001064,1
6,D009765,1
6,D010361,1
6,D012306,1
6,D012307,1
6,D012723,1
6,D013995,1
6,D050177,1
7,D001717,1
7,D002689,1
7,D008283,1
7,D010209,1
7,D014780,1
8,D004194,1
8,D007239,1
8,D009026,1
8,D010361,1
8,D012598,1
8,D019359,1
9,D001290,1
9,D003933,1
9,D010361,1
9,D011153,1
9,D013812,1
9,D014691,1
9,D018893,1
10,D017683,1
10,D020317,1
10,D045483,1
10,D053522,1
10,D060106,1
11,D017683,1
11,D020317,1
11,D045483,1
11,D053522,1
11,D060106,1
12,D001717,1
12,D002689,1
12,D008283,1
12,D010209,1
12,D014780,1
13,D004194,1
13,D010361,1
13,D012449,1
13,D012598,1
13,D016423,1
13,D039781,1
14,D000038,1
14,D000072700,1
14,D000077266,1
14,D003399,1
14,D004194,1
14,D004977,1
14,D005402,1
14,D006117,1
14,D008199,1
14,D008829,1
14,D008892,1
14,D009161,1
14,D009163,1
14,D009420,1
14,D013256,1
14,D014376,1
14,D016417,1
14,D016454,1
14,D020306,1
14,D058751,1
14,D061352,1
15,D005546,1
15,D007239,1
15,D010361,1
15,D011153,1
15,D014513,1
15,D014521,1
15,D014552,1
15,D014718,1
15,D015994,1
15,D015995,1
15,D032921,1
16,D000069442,1
16,D004194,1
16,D010361,1
16,D011174,1
16,D012449,1
16,D012598,1
16,D019991,1
17,D002020,1
17,D003933,1
17,D014122,1
18,D001717,1
18,D002689,1
18,D008283,1
18,D010209,1
18,D014780,1
19,D005546,1
19,D007239,1
19,D010361,1
19,D011153,1
19,D014513,1
19,D014521,1
19,D014552,1
19,D014718,1
19,D015994,1
19,D015995,1
19,D032921,1
20,D004777,1
20,D006728,1
20,D007075,1
20,D007239,1
20,D010361,1
20,D012306,1
20,D012598,2
20,D013030,1
20,D016207,1
20,D016423,2
20,D019369,1
20,D043025,1
20,D065026,1
21,D004777,1
21,D006728,1
21,D007075,1
21,D007239,1
21,D010361,1
21,D012306,1
21,D012598,2
21,D013030,1
21,D016207,1
21,D016423,2
21,D019369,1
21,D043025,1
21,D065026,1
22,D001717,1
22,D002689,1
22,D008283,1
22,D010209,1
22,D014780,1
23,D000715,1
23,D003560,1
23,D003884,1
23,D003933,1
23,D004322,1
23,D006117,1
23,D010361,1
23,D012680,1
23,D014930,1
23,D015163,1
24,D000077260,1
24,D002644,1
24,D004194,1
24,D005190,1
24,D008571,1
24,D009290,1
24,D010209,1
24,D010361,1
24,D011446,1
24,D012890,1
24,D035502,1
25,D005546,1
25,D006117,1
25,D010361,1
25,D013995,1
25,D032921,1
25,D033182,1
26,D000073859,1
26,D000077336,1
26,D001168,1
26,D001724,2
26,D002175,1
26,D004696,1
26,D004760,1
26,D006760,2
26,D007223,1
26,D007231,1
26,D007239,1
26,D009017,1
26,D010958,1
26,D011642,1
26,D012307,1
26,D013534,1
26,D013577,1
26,D018805,1
27,D007709,1
27,D007711,1
28,D000069237,1
28,D000715,1
28,D001168,1
28,D001706,1
28,D002981,1
28,D003933,1
28,D004813,1
28,D005121,1
28,D005334,2
28,D005658,1
28,D007239,1
28,D009017,1
28,D010019,1
28,D010336,1
28,D010361,2
28,D011486,1
28,D013210,1
28,D013211,1
28,D015994,1
28,D016470,1
28,D033242,1
29,D001826,1
29,D002443,1
29,D004194,1
29,D008581,1
29,D012306,1
29,D013291,1
29,D013296,1
29,D014024,1
29,D014611,1
29,D015994,1
29,D035502,1
30,D003105,1
30,D004660,1
30,D005724,1
30,D014937,1
31,D004194,1
31,D006760,1
31,D009026,1
31,D010361,1
31,D011379,1
31,D012306,1
32,D003933,1
32,D004194,1
32,D004484,1
32,D006262,1
32,D007753,1
32,D008288,1
32,D010175,1
32,D014944,1
32,D019542,1
33,D000078682,1
33,D000079263,1
33,D000906,1
33,D001288,1
33,D005546,1
33,D006282,1
33,D006761,1
33,D007109,1
33,D009035,1
33,D014611,1
33,D015995,1
33,D019542,1
33,D036801,1
34,D001244,1
34,D003013,1
34,D003967,1
34,D004194,1
34,D004813,1
34,D005243,1
34,D006268,1
34,D007239,1
34,D009017,1
34,D010361,1
34,D010820,1
34,D016360,1
34,D016454,1
34,D064888,1
35,D002981,1
35,D003933,1
35,D004917,1
35,D007239,1
35,D012867,1
35,D013210,1
35,D013211,1
35,D015994,1
35,D020500,1
36,D001244,1
36,D001314,1
36,D003371,1
36,D003933,1
36,D006332,1
36,D007440,1
36,D009026,1
36,D010361,2
36,D011014,1
36,D011153,1
36,D011859,1
36,D013909,1
36,D014691,1
36,D015897,1
36,D019563,1
37,D000005,1
37,D000077731,1
37,D000667,1
37,D001062,1
37,D001064,1
37,D001419,1
37,D001420,1
37,D001439,1
37,D002981,1
37,D003030,1
37,D004925,1
37,D004926,1
37,D005673,1
37,D010361,1
37,D010878,1
37,D011424,1
37,D011425,1
37,D013407,1
37,D016983,1
38,D000078682,1
38,D000079263,1
38,D000906,1
38,D001288,1
38,D005546,1
38,D006282,1
38,D006761,1
38,D007109,1
38,D009035,1
38,D014611,1
38,D015995,1
38,D019542,1
38,D036801,1
39,D001769,1
39,D003105,1
39,D007891,1
39,D007896,1
39,D007898,1
39,D008137,1
39,D010209,1
39,D012306,1
