# Id	Subject	Object	Predicate	Lexical cue
T2	16-49	MESH:D045169	denotes	síndrome respiratória aguda grave
T1	16-24	MESH:D013577	denotes	síndrome
T3	60-66	MESH:D001938	denotes	Brasil
T4	104-109	MESH:D014780	denotes	vírus
T17	110-121	MESH:D005585	denotes	Influenza A
T16	110-119	MESH:D007251	denotes	Influenza
T15	152-158	MESH:D003643	denotes	óbitos
T5	208-213	MESH:D014780	denotes	vírus
T12	231-239	MESH:D018352	denotes	COVID-19
T6	257-263	MESH:D001938	denotes	Brasil
T7	335-340	MESH:D014780	denotes	vírus
T13	723-731	MESH:D018352	denotes	COVID-19
T8	1012-1017	MESH:D014780	denotes	vírus
T9	1228-1233	MESH:D013995	denotes	tempo
T14	1275-1283	MESH:D018352	denotes	COVID-19
T10	1337-1343	MESH:D004194	denotes	doença
T11	1611-1617	MESH:D004194	denotes	doença
