# Id	Subject	Object	Predicate	Lexical cue
T34	33-41	MESH:D000086382	denotes	COVID-19
T2	33-41	DOID:0080600	denotes	COVID-19
T4	50-80	MESH:D040362	denotes	Geographic Information Systems
T35	151-159	MESH:D000086382	denotes	COVID-19
T7	151-159	DOID:0080600	denotes	COVID-19
T38	184-198	MESH:D003422	denotes	intensive care
T9	199-203	MESH:D001513	denotes	beds
T33	498-512	MESH:D003422	denotes	Intensive care
T12	513-517	MESH:D001513	denotes	beds
T13	594-598	MESH:D001513	denotes	beds
T18	842-846	MESH:D001513	denotes	beds
T21	927-931	MESH:D001513	denotes	beds
T23	1009-1017	MESH:D005202	denotes	far east
T26	1056-1060	MESH:D001513	denotes	beds
T36	1130-1138	MESH:D000086382	denotes	COVID-19
T28	1130-1138	DOID:0080600	denotes	COVID-19
T31	1248-1252	MESH:D001513	denotes	beds
T37	1257-1265	MESH:D000086382	denotes	COVID-19
T32	1257-1265	DOID:0080600	denotes	COVID-19
