# Id	Subject	Object	Predicate	Lexical cue
T3	40-50	MESH:D015995	denotes	prevalence
T67	54-71	MESH:D000085762	denotes	social distancing
T7	89-94	MESH:D008397	denotes	masks
T9	99-111	MESH:D006235	denotes	hand washing
T12	153-157	MESH:D000368	denotes	aged
T13	186-195	MESH:D013689	denotes	telephone
T68	339-356	MESH:D000085762	denotes	Social distancing
T24	644-652	MESH:D008511	denotes	medicine
T23	644-652	CHEBI:23888	denotes	medicine
T26	656-660	MESH:D005502	denotes	food
T25	656-660	CHEBI:33290	denotes	food
T27	673-677	MESH:D014937	denotes	work
T29	737-745	MESH:D015444	denotes	exercise
T31	766-772	MESH:D005190	denotes	family
T32	776-783	MESH:D033062	denotes	friends
T38	842-847	MESH:D008397	denotes	masks
T40	875-887	MESH:D006235	denotes	hand washing
T41	889-894	MESH:D014930	denotes	Women
T44	921-924	MESH:D008571	denotes	men
T45	926-929	MESH:D008571	denotes	Men
T48	954-958	MESH:D014937	denotes	work
T49	963-971	MESH:D015444	denotes	exercise
T50	978-983	MESH:D014930	denotes	women
T53	1025-1028	MESH:D008571	denotes	Men
T54	1030-1040	MESH:D016017	denotes	odds ratio
T56	1073-1082	MESH:D004493	denotes	education
T69	1303-1321	MESH:D000085762	denotes	social distancing,
T60	1331-1341	MESH:D015995	denotes	prevalence
T64	1370-1375	MESH:D008397	denotes	masks
T66	1380-1392	MESH:D006235	denotes	hand washing
