# Id	Subject	Object	Predicate	Lexical cue
T1	21-29	HP:0040282	denotes	frequent
T42	65-112	DOID:0080600	denotes	severe acute respiratory syndrome coronavirus 2
T41	65-112	HP:0033141	denotes	severe acute respiratory syndrome coronavirus 2
T39	65-112	MESH:D000086382	denotes	severe acute respiratory syndrome coronavirus 2
T44	114-124	HP:0033141	denotes	SARS-CoV-2
T43	114-124	DOID:0080600	denotes	SARS-CoV-2
T40	114-124	MESH:D000086382	denotes	SARS-CoV-2
T13	146-156	MESH:D008091	denotes	literature
T14	157-163	MESH:D016454	denotes	review
T15	271-277	MESH:D016454	denotes	review
T18	390-397	MESH:D004194	denotes	disease
T17	390-397	DOID:4	denotes	disease
T47	408-413	MESH:D005334	denotes	fever
T45	408-413	HP:0001945	denotes	fever
T19	415-423	HP:0012735	denotes	coughing
T21	428-435	MESH:D004417	denotes	dyspnea
T20	428-435	HP:0002094	denotes	dyspnea
T22	450-458	HP:0040282	denotes	frequent
T46	541-566	HP:0012719	denotes	gastrointestinal symptoms
T33	579-584	GO:0050909	denotes	taste
T24	579-584	MESH:D013649	denotes	taste
T34	588-593	GO:0007608	denotes	smell
T25	588-593	MESH:D012903	denotes	smell
T26	619-623	HP:0012825	denotes	mild
T28	631-638	MESH:D004417	denotes	dyspnea
T27	631-638	HP:0002094	denotes	dyspnea
T29	643-651	HP:0040282	denotes	frequent
T30	658-664	HP:0012828	denotes	severe
T35	709-725	MESH:D000086742	denotes	diagnostic tests
T32	757-772	MESH:D006296	denotes	health services
T36	843-855	MESH:D062665	denotes	surveillance
T37	857-867	MESH:D011322	denotes	prevention
T38	872-881	MESH:D013812	denotes	treatment
