# Id	Subject	Object	Predicate	Lexical cue
T39	61-69	MESH:D000086382	denotes	COVID-19
T36	61-69	HP:0033141	denotes	COVID-19
T1	61-69	DOID:0080600	denotes	COVID-19
T40	151-159	MESH:D000086382	denotes	COVID-19
T4	151-159	DOID:0080600	denotes	COVID-19
T37	151-159	HP:0033141	denotes	COVID-19
T7	246-256	MESH:D002309	denotes	cardiology
T8	261-269	HP:0002664	denotes	oncology
T51	261-269	MESH:D008495	denotes	oncology
T11	345-350	DOID:0080327	denotes	March
T12	372-380	MESH:D003132	denotes	commerce
T15	503-513	MESH:D002309	denotes	cardiology
T19	564-578	MESH:D001794	denotes	blood pressure
T42	591-608	MESH:D004562	denotes	electrocardiogram
T43	694-709	MESH:D006348	denotes	cardiac surgery
T44	714-737	MESH:D002405	denotes	cardiac catheterization
T45	861-874	MESH:D017130	denotes	angioplasties
T46	896-905	MESH:D010138	denotes	pacemaker
T22	1088-1098	MESH:D002309	denotes	cardiology
T52	1142-1150	MESH:D008495	denotes	oncology
T24	1142-1150	HP:0002664	denotes	oncology
T47	1174-1186	MESH:D017024	denotes	Chemotherapy
T26	1237-1249	MESH:D011878	denotes	radiotherapy
T50	1276-1284	HP:0033141	denotes	COVID-19
T28	1377-1387	MESH:D002309	denotes	cardiology
T53	1389-1397	MESH:D008495	denotes	oncology
T29	1389-1397	HP:0002664	denotes	oncology
T48	1471-1488	MESH:D006348	denotes	cardiac surgeries
T49	1490-1502	MESH:D017024	denotes	chemotherapy
T30	1517-1529	MESH:D011878	denotes	radiotherapy
T31	1681-1691	MESH:D002309	denotes	cardiology
T33	1768-1777	MESH:D011379	denotes	prognosis
T34	1787-1795	MESH:D010361	denotes	patients
T41	1824-1832	MESH:D000086382	denotes	COVID-19
T38	1824-1832	HP:0033141	denotes	COVID-19
T35	1824-1832	DOID:0080600	denotes	COVID-19
