# Id	Subject	Object	Predicate	Lexical cue
T40	20-52	MESH:D045169	denotes	severe acute respiratory illness
T39	20-26	HP:0012828	denotes	severe
T2	27-32	HP:0011009	denotes	acute
T51	54-58	MESH:D045169	denotes	SARI
T3	63-69	MESH:D001938	denotes	Brazil
T43	114-125	MESH:D009980	denotes	Influenza A
T4	114-123	DOID:8469	denotes	Influenza
T45	130-131	MESH:D009981	denotes	B
T9	232-239	MESH:D014780	denotes	viruses
T71	241-249	MESH:D000086382	denotes	COVID-19
T10	241-249	DOID:0080600	denotes	COVID-19
T12	266-272	MESH:D001938	denotes	Brazil
T47	335-358	MESH:D000086742	denotes	test for the SARS-CoV-2
T49	385-406	MESH:D062665	denotes	surveillance protocol
T50	528-532	MESH:D045169	denotes	SARI
T17	536-542	MESH:D001938	denotes	Brazil
T53	562-572	MESH:D000086402	denotes	SARS-CoV-2
T54	699-703	MESH:D004812	denotes	SARI
T75	759-767	MESH:D000086382	denotes	COVID-19
T20	759-767	DOID:0080600	denotes	COVID-19
T57	1017-1033	MESH:D000086742	denotes	laboratory tests
T58	1073-1078	MESH:D014780	denotes	virus
T59	1175-1179	MESH:D045169	denotes	SARI
T72	1372-1380	MESH:D000086382	denotes	COVID-19
T27	1372-1380	DOID:0080600	denotes	COVID-19
T29	1425-1431	HP:0012828	denotes	severe
T73	1441-1449	MESH:D000086382	denotes	COVID-19
T30	1441-1449	DOID:0080600	denotes	COVID-19
T76	1480-1484	MESH:D045169	denotes	SARI
T65	1485-1497	MESH:D062665	denotes	surveillance
T69	1558-1580	MESH:D000086742	denotes	testing for SARS-CoV-2
T66	1593-1614	MESH:D062665	denotes	surveillance protocol
T34	1718-1724	HP:0012828	denotes	severe
T74	1725-1733	MESH:D000086382	denotes	COVID-19
T35	1725-1733	DOID:0080600	denotes	COVID-19
T37	1743-1749	MESH:D001938	denotes	Brazil
