# Id	Subject	Object	Predicate	Lexical cue
T2	37-45	MESH:D013577	denotes	syndrome
T1	37-45	DOID:225	denotes	syndrome
T4	63-67	MESH:D013995	denotes	time
T5	85-102	HP:0003674	denotes	onset of symptoms
T6	119-127	DOID:0080600	denotes	COVID-19
T44	119-127	HP:0033141	denotes	COVID-19
T40	119-127	MESH:D000086382	denotes	COVID-19
T9	167-174	MESH:D011996	denotes	records
T11	187-195	MESH:D013577	denotes	syndrome
T10	187-195	DOID:225	denotes	syndrome
T45	224-232	HP:0033141	denotes	COVID-19
T41	224-232	MESH:D000086382	denotes	COVID-19
T12	224-232	DOID:0080600	denotes	COVID-19
T14	344-349	DOID:0080327	denotes	March
T16	386-390	MESH:D013995	denotes	time
T18	408-421	HP:0003674	denotes	symptom onset
T21	562-566	MESH:D013995	denotes	time
T23	575-588	HP:0003674	denotes	symptom onset
T24	668-672	MESH:D000368	denotes	aged
T26	722-728	MESH:D001938	denotes	Brazil
T29	806-810	MESH:D013995	denotes	time
T43	826-845	MESH:D000086742	denotes	rapid antigen tests
T30	832-839	CHEBI:59132	denotes	antigen
T34	880-884	MESH:D013995	denotes	time
T36	914-927	HP:0003674	denotes	symptom onset
T38	932-936	MESH:D013995	denotes	time
T47	946-963	MESH:D000086742	denotes	test for COVID-19
