# Id	Subject	Object	Predicate	Lexical cue
T37	0-8	MESH:D000086382	denotes	COVID-19
T1	0-8	DOID:0080600	denotes	COVID-19
T4	14-21	MESH:D004194	denotes	disease
T3	14-21	DOID:4	denotes	disease
T40	38-54	MESH:D000086402	denotes	virus SARS-CoV-2
T5	109-134	MESH:D014944	denotes	World Health Organization
T30	225-233	MESH:D058873	denotes	pandemic
T9	337-347	MESH:D015995	denotes	prevalence
T38	351-359	MESH:D000086382	denotes	COVID-19
T10	351-359	DOID:0080600	denotes	COVID-19
T12	367-377	MESH:D011153	denotes	population
T13	478-484	HP:0012828	denotes	severe
T39	612-620	MESH:D000086382	denotes	COVID-19
T14	612-620	DOID:0080600	denotes	COVID-19
T16	655-665	MESH:D011153	denotes	population
T17	666-676	MESH:D015995	denotes	prevalence
T19	728-738	MESH:D015995	denotes	prevalence
T31	965-988	MESH:D058345	denotes	asymptomatic infections
T32	1004-1023	MESH:D000087124	denotes	serological surveys
T27	1045-1056	MESH:D011336	denotes	probability
T41	1057-1064	MESH:D012494	denotes	samples
T28	1082-1088	MESH:D002947	denotes	cities
T33	1106-1111	MESH:D000087124	denotes	Tests
T34	1210-1215	MESH:D000087124	denotes	tests
T36	1268-1310	MESH:D000087124	denotes	rapid test for the detection of antibodies
T35	1329-1333	MESH:D000087124	denotes	test
