# Id	Subject	Object	Predicate	Lexical cue
T31	15-23	MESH:D058873	denotes	pandemic
T34	31-61	MESH:D000086382	denotes	novel coronavirus disease 2019
T22	31-61	DOID:0080600	denotes	novel coronavirus disease 2019
T25	63-71	MESH:D000086382	denotes	COVID-19
T24	63-71	DOID:0080600	denotes	COVID-19
T8	92-100	MESH:D010361	denotes	patients
T10	121-133	MESH:D012307	denotes	risk factors
T12	141-148	MESH:D004194	denotes	disease
T11	141-148	DOID:4	denotes	disease
T37	169-197	MESH:D018376	denotes	cardiovascular complications
T26	169-197	HP:0001626	denotes	cardiovascular complications
T13	211-219	MESH:D010361	denotes	patients
T35	225-233	MESH:D000086382	denotes	COVID-19
T14	225-233	DOID:0080600	denotes	COVID-19
T28	333-345	HP:0012649	denotes	inflammatory
T27	333-345	HP:0012649	denotes	inflammatory
T33	350-360	HP:0001977	denotes	thrombotic
T32	350-360	HP:0001977	denotes	thrombotic
T29	378-387	DOID:934	denotes	infection
T16	408-416	MESH:D010361	denotes	patients
T36	422-430	MESH:D000086382	denotes	COVID-19
T17	422-430	DOID:0080600	denotes	COVID-19
T21	465-486	MESH:D002319	denotes	cardiovascular system
