# Id	Subject	Object	Predicate	Lexical cue
T2	37-45	MESH:D013577	denotes	syndrome
T1	37-45	DOID:225	denotes	syndrome
T4	63-67	MESH:D013995	denotes	time
T5	85-90	HP:0003674	denotes	onset
T6	119-127	DOID:0080600	denotes	COVID-19
T9	167-174	MESH:D011996	denotes	records
T11	187-195	MESH:D013577	denotes	syndrome
T10	187-195	DOID:225	denotes	syndrome
T12	224-232	DOID:0080600	denotes	COVID-19
T16	386-390	MESH:D013995	denotes	time
T18	416-421	HP:0003674	denotes	onset
T21	562-566	MESH:D013995	denotes	time
T23	583-588	HP:0003674	denotes	onset
T24	668-672	MESH:D000368	denotes	aged
T26	722-728	MESH:D001938	denotes	Brazil
T29	806-810	MESH:D013995	denotes	time
T30	832-839	CHEBI:59132	denotes	antigen
T34	880-884	MESH:D013995	denotes	time
T36	922-927	HP:0003674	denotes	onset
T38	932-936	MESH:D013995	denotes	time
T39	955-963	DOID:0080600	denotes	COVID-19
