# Id	Subject	Object	Predicate	Lexical cue
T1	0-8	DOID:0080600	denotes	COVID-19
T4	14-21	MESH:D004194	denotes	disease
T3	14-21	DOID:4	denotes	disease
T30	44-54	MESH:D000086402	denotes	SARS-CoV-2
T5	109-134	MESH:D014944	denotes	World Health Organization
T6	115-121	MESH:D006262	denotes	Health
T8	176-182	MESH:D006262	denotes	health
T31	225-233	MESH:D058873	denotes	pandemic
T9	337-347	MESH:D015995	denotes	prevalence
T10	351-359	DOID:0080600	denotes	COVID-19
T12	367-377	MESH:D011153	denotes	population
T13	478-484	HP:0012828	denotes	severe
T14	612-620	DOID:0080600	denotes	COVID-19
T16	655-665	MESH:D011153	denotes	population
T17	666-676	MESH:D015995	denotes	prevalence
T19	728-738	MESH:D015995	denotes	prevalence
T23	893-900	MESH:D009272	denotes	persons
T26	978-988	MESH:D007239	denotes	infections
T27	1045-1056	MESH:D011336	denotes	probability
T28	1082-1088	MESH:D002947	denotes	cities
T29	1300-1310	MESH:D000906	denotes	antibodies
