# Id	Subject	Object	Predicate	Lexical cue
T2	77-88	MESH:D005582	denotes	foundations
T3	96-104	DOID:0080600	denotes	COVID-19
T6	354-360	MESH:D006262	denotes	Health
T7	391-397	MESH:D006262	denotes	health
T8	412-420	DOID:0080600	denotes	COVID-19
T11	479-485	MESH:D006262	denotes	health
T12	533-539	MESH:D006262	denotes	health
T15	615-623	MESH:D004602	denotes	elements
T16	669-679	MESH:D030861	denotes	capitalism
T20	714-724	MESH:D000086402	denotes	SARS-CoV-2
T18	770-778	MESH:D009068	denotes	movement
T19	832-838	MESH:D006262	denotes	health
