# Id	Subject	Object	Predicate	Lexical cue
T2	0-11	MESH:D017934	denotes	Coronavirus
T4	12-19	MESH:D004194	denotes	disease
T3	12-19	DOID:4	denotes	disease
T5	26-34	DOID:0080600	denotes	COVID-19
T7	116-124	DOID:0080600	denotes	COVID-19
T13	241-249	DOID:0080600	denotes	COVID-19
T17	283-294	MESH:D009205	denotes	myocarditis
T16	283-294	HP:0012819	denotes	myocarditis
T15	283-294	DOID:820	denotes	myocarditis
T18	331-339	MESH:D012106	denotes	research
T20	377-391	CHEBI:35457	denotes	ACE inhibitors
T21	381-391	CHEBI:35222	denotes	inhibitors
T22	396-407	CHEBI:2719	denotes	angiotensin
T25	450-462	MESH:D006973	denotes	hypertension
T24	450-462	HP:0000822	denotes	hypertension
T23	450-462	DOID:10763	denotes	hypertension
T29	467-480	MESH:D006333	denotes	heart failure
T28	467-480	HP:0001635	denotes	heart failure
T27	467-472	MESH:D006321	denotes	heart
T31	484-492	DOID:0080600	denotes	COVID-19
T33	504-512	MESH:D012106	denotes	research
T35	562-570	DOID:0080600	denotes	COVID-19
