# Id	Subject	Object	Predicate	Lexical cue
T2	33-41	DOID:0080600	denotes	COVID-19
T4	50-80	MESH:D040362	denotes	Geographic Information Systems
T5	61-80	MESH:D007256	denotes	Information Systems
T7	151-159	DOID:0080600	denotes	COVID-19
T9	199-203	MESH:D001513	denotes	beds
T12	513-517	MESH:D001513	denotes	beds
T13	594-598	MESH:D001513	denotes	beds
T18	842-846	MESH:D001513	denotes	beds
T21	927-931	MESH:D001513	denotes	beds
T23	1009-1017	MESH:D005202	denotes	far east
T26	1056-1060	MESH:D001513	denotes	beds
T28	1130-1138	DOID:0080600	denotes	COVID-19
T31	1248-1252	MESH:D001513	denotes	beds
T32	1257-1265	DOID:0080600	denotes	COVID-19
