# Id	Subject	Object	Predicate	Lexical cue
T2	60-68	DOID:0080600	denotes	COVID-19
T28	146-156	MESH:D000086402	denotes	SARS-CoV-2
T7	213-222	MESH:D015994	denotes	Incidence
T8	224-233	MESH:D009026	denotes	mortality
T9	253-257	MESH:D012306	denotes	risk
T10	372-380	DOID:0080600	denotes	COVID-19
T13	381-390	MESH:D015994	denotes	incidence
T15	425-434	MESH:D009026	denotes	mortality
T19	491-500	MESH:D015994	denotes	incidence
T23	731-735	MESH:D012306	denotes	risk
T24	739-747	DOID:0080600	denotes	COVID-19
T27	930-934	MESH:D012306	denotes	risk
T29	938-943	MESH:D003643	denotes	death
