# Id	Subject	Object	Predicate	Lexical cue
T1	70-78	DOID:0080600	denotes	Covid-19
T4	91-97	MESH:D001938	denotes	Brazil
T5	157-163	MESH:D006262	denotes	Health
T6	226-237	MESH:D011336	denotes	probability
T7	300-306	MESH:D001938	denotes	Brazil
T9	388-399	MESH:D017934	denotes	coronavirus
T14	446-451	MESH:D008397	denotes	masks
T30	465-482	MESH:D000085762	denotes	social distancing
T17	499-511	MESH:D063373	denotes	hand hygiene
T16	499-503	MESH:D006225	denotes	hand
T18	504-511	MESH:D006920	denotes	hygiene
T20	517-524	CHEBI:30879	denotes	alcohol
T19	517-524	CHEBI:16236	denotes	alcohol
T23	608-620	MESH:D063373	denotes	hand hygiene
T22	608-612	MESH:D006225	denotes	hand
T24	613-620	MESH:D006920	denotes	hygiene
T26	635-640	MESH:D014867	denotes	water
T25	635-640	CHEBI:15377	denotes	water
T27	711-719	DOID:0080600	denotes	Covid-19
T29	783-789	MESH:D006262	denotes	health
